x,z
0.000000,14.243784
0.668097,14.187326
1.336193,14.038174
2.004290,13.932823
2.672386,14.081833
3.340483,13.939888
4.008579,14.004383
4.676676,14.219335
5.344772,14.256030
6.012869,14.236613
6.680965,14.315412
7.349062,14.504771
8.017158,14.538798
8.685255,14.913912
9.353351,15.131598
10.021448,14.889360
10.689544,14.956581
11.357641,15.099584
12.025738,15.275260
12.693834,15.430957
13.361931,15.246898
14.030027,15.252180
14.698124,15.383474
15.366220,15.346058
16.034317,15.430154
16.702413,15.379185
17.370510,15.148854
18.038606,14.883640
18.706703,14.818306
19.374799,14.732506
20.042896,14.518558
20.710992,14.643263
21.379089,14.825334
22.047186,14.981183
22.715282,15.008244
23.383379,14.953935
24.051475,14.782264
24.719572,14.619232
25.387668,14.792686
26.055765,14.830639
26.723861,14.818942
27.391958,14.784395
28.060054,14.779518
28.728151,14.761006
29.396247,14.664670
30.064344,14.489990
30.732440,15.108594
31.400537,15.380830
32.068633,15.498910
32.736730,15.643118
33.404827,15.714049
34.072923,15.731491
34.741020,15.720134
35.409116,15.729192
36.077213,15.942379
36.745309,16.123125
37.413406,16.210209
38.081502,16.115570
38.749599,16.329346
39.417695,16.509712
40.085792,16.518179
40.753888,16.555649
41.421985,16.492676
42.090081,16.500452
42.758178,16.748110
43.426275,16.812025
44.094371,17.093565
44.762468,17.426369
45.430564,17.447973
46.098661,17.572506
46.766757,17.509346
47.434854,17.317610
48.102950,17.477539
48.771047,17.835176
49.439143,18.115738
50.107240,18.210270
50.775336,18.140774
51.443433,18.130705
52.111529,18.137747
52.779626,18.128849
53.447722,17.995586
54.115819,17.545561
54.783916,17.014585
55.452012,16.829399
56.120109,17.293968
56.788205,17.168877
57.456302,16.534395
58.124398,16.375467
58.792495,16.418337
59.460591,16.402395
60.128688,16.296589
60.796784,16.779520
61.464881,17.118694
62.132977,17.196396
62.801074,16.898304
63.469170,17.141237
64.137267,17.221329
64.805364,17.233797
65.473460,17.337463
66.141557,17.480757
66.809653,17.365135
67.477750,17.107700
68.145846,17.235878
68.813943,17.092949
69.482039,16.939512
70.150136,16.853764
