x,z
0.000000,29.336988
0.675221,29.450323
1.350441,29.222475
2.025662,29.110735
2.700882,29.682526
3.376103,29.694487
4.051324,29.781393
4.726544,29.811758
5.401765,29.494368
6.076985,29.683458
6.752206,30.054258
7.427427,30.321846
8.102647,29.838335
8.777868,29.841246
9.453088,29.920855
10.128309,29.986185
10.803530,29.972971
11.478750,30.083775
12.153971,29.896738
12.829191,29.423021
13.504412,29.448914
14.179633,29.877163
14.854853,30.141998
15.530074,30.044067
16.205294,30.003332
16.880515,29.703785
17.555736,29.442654
18.230956,29.400801
18.906177,29.590328
19.581397,29.573874
20.256618,29.573200
20.931839,29.780800
21.607059,30.215502
22.282280,30.257750
22.957500,30.110399
23.632721,30.025730
24.307942,30.210239
24.983162,30.103003
25.658383,29.797197
26.333603,29.504580
27.008824,29.856016
27.684045,30.211218
28.359265,30.386553
29.034486,30.072441
29.709706,30.015736
30.384927,29.867699
31.060148,29.686594
31.735368,29.979317
32.410589,30.300894
33.085809,30.545263
33.761030,30.696669
34.436250,30.861702
35.111471,31.216671
35.786692,31.410999
36.461912,31.310278
37.137133,31.204485
37.812353,31.372618
38.487574,31.367302
39.162795,30.920380
39.838015,30.756344
40.513236,30.566393
41.188456,30.587666
41.863677,31.051220
42.538898,30.943140
43.214118,30.979031
43.889339,31.162214
44.564559,31.495884
45.239780,31.891401
45.915001,32.235466
46.590221,32.431213
47.265442,32.289059
47.940662,32.289337
48.615883,32.328125
49.291104,32.357265
49.966324,32.275890
50.641545,32.491623
51.316765,32.454494
51.991986,32.178566
52.667207,32.206039
53.342427,32.135380
54.017648,31.844507
54.692868,31.412548
55.368089,31.669172
56.043310,31.531223
56.718530,31.437819
57.393751,31.589241
58.068971,31.941460
58.744192,31.759912
59.419413,31.532053
60.094633,31.580235
60.769854,31.940557
61.445074,32.328140
62.120295,32.640606
62.795516,32.774403
63.470736,32.509548
64.145957,32.456436
64.821177,32.546951
65.496398,32.678429
66.171619,32.721584
66.846839,32.757404
67.522060,32.842976
68.197280,33.087971
68.872501,32.821335
69.547722,32.727745
70.222942,32.681522
70.898163,32.024002
71.573383,32.224571
72.248604,32.611610
72.923825,32.944431
73.599045,32.792347
74.274266,32.203365
74.949486,32.033634
75.624707,32.422195
76.299928,32.229809
76.975148,32.172539
77.650369,32.359692
78.325589,32.799709
79.000810,32.715748
79.676031,32.908073
80.351251,33.306328
81.026472,33.848465
81.701692,33.282574
82.376913,33.146576
83.052134,33.258450
83.727354,33.447678
84.402575,33.340134
85.077795,33.334980
85.753016,33.403351
86.428237,33.491905
87.103457,33.541370
87.778678,33.536667
88.453898,33.512280
89.129119,33.543926
89.804340,33.686264
90.479560,33.963505
91.154781,34.262257
91.830001,34.210690
92.505222,33.932278
93.180443,33.905914
93.855663,34.103729
94.530884,33.843315
95.206104,33.796616
95.881325,33.893311
96.556546,34.078297
97.231766,34.079174
97.906987,33.759499
98.582207,33.703918
99.257428,34.149658
99.932649,33.912273
100.607869,33.938206
101.283090,33.871620
101.958310,33.458546
102.633531,33.754723
103.308751,33.680473
103.983972,33.597412
104.659193,33.899673
105.334413,33.763794
106.009634,33.766884
106.684854,33.965542
107.360075,34.436192
